"customer_id","name","email","churn_type"
209,"Joseph Smith","cheyenne94@yahoo.com","financial_churn"
210,"Caitlin Rivera","kbell@rogers.com","financial_churn"
211,"Erika Clay","scottjoshua@yahoo.com","financial_churn"
212,"Kathryn Allen","edwardsjames@gmail.com","financial_churn"
213,"Douglas Hernandez","holly31@barajas.com","financial_churn"
214,"Katherine Branch","ebarker@stevenson-brown.com","financial_churn"
215,"Kyle Wallace","shelleyshelton@richards-lawrence.info","financial_churn"
216,"Diana Sloan","mccoyroger@hill.net","engagement_churn"
217,"Jerry Santos","david27@turner.com","financial_churn"
218,"Bobby Robles","kprice@pace.com","active"
219,"Thomas Carter","reyestravis@yahoo.com","financial_churn"
220,"Timothy Rojas","vsmith@hotmail.com","engagement_churn"
221,"Holly Robinson","hendersonrodney@gmail.com","active"
222,"Ricardo Garcia","megan32@yahoo.com","financial_churn"
223,"Kathryn Miller","christopherwilson@yahoo.com","financial_churn"
224,"Alexandra Marshall","scott05@yahoo.com","financial_churn"
225,"Denise Porter","timothy71@yahoo.com","active"
226,"Eric Garcia","athompson@ryan.com","financial_churn"
227,"Karen Davis","lindsey87@gmail.com","financial_churn"
228,"Karen Smith","kellybrock@erickson.com","active"
229,"Michelle Thomas","christy20@rowe.info","active"
230,"Jeremiah Reeves","barrydavis@clark-matthews.com","engagement_churn"
231,"Sheila Jackson","hicksrobert@cervantes.com","financial_churn"
232,"Evan Pitts","hesselizabeth@gmail.com","active"
233,"Janice Erickson","amber75@hotmail.com","financial_churn"
234,"John Patel","christophergomez@gmail.com","active"
235,"Daniel Shepherd","gonzalesjeanne@yahoo.com","engagement_churn"
236,"Cory Lewis","richardsonscott@smith.com","active"
237,"Megan Alvarado","crystal46@hotmail.com","financial_churn"
238,"John Odom","ryan59@yahoo.com","engagement_churn"
239,"Barbara Smith","obowman@thomas.biz","financial_churn"
240,"Wayne Dixon","kevinspence@hotmail.com","engagement_churn"
241,"Evelyn Lowe","samuel29@fitzgerald.com","active"
242,"Tiffany Andersen","craig24@diaz.com","financial_churn"
243,"Angela Shaffer","lshaw@lee-lawrence.org","financial_churn"
244,"Kevin Bryant","taylor13@gmail.com","financial_churn"
245,"Jeremy Barajas","colleenvazquez@gmail.com","financial_churn"
246,"Jason Mason","vrobertson@hotmail.com","financial_churn"
247,"Chad Jackson","amanda84@hotmail.com","active"
248,"Stacey Robinson","mendozadarryl@gmail.com","financial_churn"
249,"Jason Butler","johnsontina@cole-johnson.com","financial_churn"
250,"Anthony Herrera","ofox@gordon.net","active"
251,"David Gentry","lwatson@beard.com","financial_churn"
252,"John Harris","hlucas@yahoo.com","engagement_churn"
253,"Becky Warren","davisalyssa@martinez-young.com","financial_churn"
254,"Jennifer Coleman","kayers@fritz.com","active"
255,"Toni Martinez","samanthabaker@watson.com","financial_churn"
256,"Michelle Austin","drussell@johnson.net","active"
257,"Brittany Brown","garnerandrew@hotmail.com","engagement_churn"
258,"Paul Mendoza","jonestyler@ward.com","financial_churn"
259,"Brittany Henderson","erikgreen@harris.com","engagement_churn"
260,"John Lee","patrickhunter@gmail.com","financial_churn"
261,"Mary Burton","ybenson@gmail.com","financial_churn"
262,"Alec Lewis","amanda58@gmail.com","financial_churn"
263,"Joshua Hernandez","clayjamie@russell.com","financial_churn"
264,"Sean Gonzalez","hlong@hotmail.com","active"
265,"Jeffrey Jones","erandall@cantrell.org","engagement_churn"
266,"Alexander Ortega","dharmon@warner.net","financial_churn"
267,"Gabriel Taylor","kstone@thomas-murphy.com","engagement_churn"
268,"Daniel Villarreal","elizabethskinner@gmail.com","active"
269,"Marcus Fritz","robert78@gmail.com","financial_churn"
270,"Susan Davis","scottdavid@moore-lara.com","financial_churn"
271,"Joshua Montgomery","uwilson@powell.com","engagement_churn"
272,"Rebekah Coleman","hannah53@gmail.com","engagement_churn"
273,"Kyle Torres","bishopjohn@gallagher.info","engagement_churn"
274,"Gabriella Carter","eileenrobinson@hotmail.com","financial_churn"
275,"Lori Skinner","flloyd@gmail.com","engagement_churn"
276,"Jennifer Howard","ginathomas@yahoo.com","engagement_churn"
277,"Angel Meadows","heather09@berry.net","financial_churn"
278,"Gregory Myers","hansenjennifer@garcia.com","financial_churn"
279,"Laura Mccormick","xbenjamin@moore.info","financial_churn"
280,"Victoria Morrison","christine23@yahoo.com","active"
281,"Linda Myers","yjohnson@shannon.com","financial_churn"
282,"James Mckee","david98@yahoo.com","active"
283,"Sherry Reyes","omason@gmail.com","financial_churn"
284,"Brian Davis","markwarren@king.com","financial_churn"
285,"Craig Mitchell","moorerebekah@gmail.com","financial_churn"
286,"Rhonda Mcdowell","mary64@hotmail.com","financial_churn"
287,"Tammy Hall","ejimenez@gmail.com","active"
288,"Joseph Adams","katiepacheco@hotmail.com","financial_churn"
289,"Lori Martin","anthony69@yahoo.com","financial_churn"
290,"Steven Rasmussen","bgray@yahoo.com","engagement_churn"
291,"Jacob Rodriguez","petersadam@valdez-flores.net","engagement_churn"
292,"Paul Sanford","jacksonstephanie@hotmail.com","financial_churn"
293,"Denise Gates","zwatson@mack.net","active"
294,"Joel Stewart","joshuatucker@gmail.com","engagement_churn"
295,"Debra Wallace","veronicaalvarez@morgan-pace.com","engagement_churn"
296,"Andrew Wolfe","khanraymond@yahoo.com","engagement_churn"
297,"Michael Henry","jessica26@hill.com","engagement_churn"
298,"David Valentine","stacymoore@estrada.com","financial_churn"
299,"Jason Martinez","vjohnson@gmail.com","engagement_churn"
300,"Thomas Martinez","plloyd@gmail.com","engagement_churn"
301,"Brian Welch","fmiller@holmes.com","active"
302,"Robert Benson","taylorlydia@wood.com","financial_churn"
303,"Anna Williams","pbecker@brooks-jones.info","financial_churn"
304,"Lisa Perez","kduffy@acosta.com","financial_churn"
305,"Faith York","qkennedy@lopez.biz","financial_churn"
306,"Natalie White","xwilson@bond-brady.com","financial_churn"
307,"Patricia Jenkins","tiffany83@yahoo.com","financial_churn"
308,"Alexis Riddle","dduke@reilly.com","financial_churn"
309,"Angela Garcia","vwagner@hotmail.com","financial_churn"
310,"Nicole Edwards","blake87@gmail.com","active"
311,"Jesse Gibson","johnny45@dyer.info","financial_churn"
312,"Robert Burns","vevans@richard-johnson.org","financial_churn"
313,"James Burke","james10@gmail.com","engagement_churn"
314,"Billy Rodriguez","candace64@gmail.com","active"
315,"David White","justinwilliams@yahoo.com","engagement_churn"
316,"Tammy Peterson","marissa30@gmail.com","active"
317,"Bailey Norris","curtis77@hotmail.com","active"
318,"Shelby Evans","rwright@howell.com","financial_churn"
319,"Michael Leonard","cardenasgloria@franco.com","active"
320,"Amber Shaw","bmolina@yu.com","financial_churn"
321,"Amanda Wallace","greenpatricia@yahoo.com","financial_churn"
322,"Steven Nelson","achan@cunningham-pena.com","engagement_churn"
323,"Dawn Brown","ehall@gmail.com","financial_churn"
324,"Julia Davis","cschaefer@phillips-medina.com","financial_churn"
325,"Steven Farrell","nathaniel65@hotmail.com","active"
326,"Steven King","padillaadrienne@santana.net","financial_churn"
327,"Krista Martin","whitematthew@olson.com","engagement_churn"
328,"Stephanie Thompson","barrbrian@gmail.com","financial_churn"
329,"Christina Mahoney","joneskatelyn@gmail.com","financial_churn"
330,"Jane Lamb","hawkinslisa@yahoo.com","active"
331,"Monica Orozco","wpark@hotmail.com","financial_churn"
332,"Alexandra Humphrey","kathypalmer@phillips.com","engagement_churn"
333,"Eileen Robbins","xsmith@ward-hendricks.biz","active"
334,"Tina Barker","emendez@fields.com","financial_churn"
335,"Ronald Blanchard","wintersralph@hotmail.com","financial_churn"
336,"Sara Evans","michael67@johnson.biz","engagement_churn"
337,"Melissa Morrow","hsantiago@hernandez.com","active"
338,"Anna King","tmata@yahoo.com","financial_churn"
339,"Amanda Adams","nicholaswilliams@garcia.info","engagement_churn"
340,"Laura Hall","kelly17@madden.org","financial_churn"
341,"William Gonzalez","rebecca16@hotmail.com","financial_churn"
342,"Michelle King","jennablackburn@smith-harris.biz","active"
343,"Erika Christensen","andrew71@miller-baxter.com","financial_churn"
344,"Brandy Rodriguez","ncarroll@gmail.com","engagement_churn"
345,"Anthony Johnson","christopher31@yahoo.com","active"
346,"Ashley Mills","pierceconnie@gmail.com","financial_churn"
347,"Lisa Mullen","stephaniewheeler@yahoo.com","financial_churn"
348,"Johnny Russell","crystal08@cortez-compton.com","active"
349,"Mr. Eric Richardson","ashley32@hotmail.com","engagement_churn"
350,"Chad Allen","franciscoromero@gmail.com","financial_churn"
351,"Brian Scott","crystal94@yahoo.com","active"
352,"Mr. Timothy Kelly","ismith@osborne.com","active"
353,"Jessica Mcdonald","ibarrajames@johnson.com","engagement_churn"
354,"Candace Jimenez","sarahhoward@sanders.net","engagement_churn"
355,"Brittney Gray","kwhite@yahoo.com","active"
356,"Michael Hoover","agraves@yahoo.com","engagement_churn"
357,"Douglas Castillo","murphymorgan@suarez.com","active"
358,"Dustin Dean","tina33@harris.net","active"
359,"Megan Young","arthurmartin@yahoo.com","active"
360,"Katrina Evans","adamconley@hotmail.com","active"
361,"Samantha Reyes","tonymatthews@gmail.com","financial_churn"
362,"Kimberly Brown","joel74@hotmail.com","active"
363,"Nathan Scott","fwright@jones.com","engagement_churn"
364,"Marie Fuller","kingjoshua@cole-adams.com","financial_churn"
365,"Joseph Moore","triciamurphy@hotmail.com","active"
366,"Sarah Cross","chelsea32@hotmail.com","financial_churn"
367,"Jennifer Herrera","joelyoung@wilkins.com","active"
368,"Zachary Chung","pmendoza@caldwell-brown.info","financial_churn"
369,"Jessica Smith","cory39@hotmail.com","engagement_churn"
370,"Angel White","morrisonkyle@hobbs.com","active"
371,"Brandon Miles","goldenjessica@lawrence.org","financial_churn"
372,"Laura Williams","gabrielle72@gmail.com","financial_churn"
373,"Lawrence Michael","leonard26@hotmail.com","financial_churn"
374,"Austin Lynch","olivermary@hotmail.com","financial_churn"
375,"Brenda Green","turnertina@fuller-williamson.biz","financial_churn"
376,"Michael Day","joshua67@gmail.com","active"
377,"Michael Wiley","mckenziedouglas@washington.com","engagement_churn"
378,"Danny Harrison","sheilabartlett@gmail.com","active"
379,"Arthur Fisher","jamesschwartz@chan.com","active"
380,"Matthew Hernandez","linda14@hotmail.com","engagement_churn"
381,"Heather Steele","alejandromartinez@hotmail.com","engagement_churn"
382,"Kathy Davis","brenda12@gmail.com","financial_churn"
383,"Joshua Garrett","jack68@yahoo.com","engagement_churn"
384,"Anthony Brown","stevensanthony@yahoo.com","financial_churn"
385,"Kristen Davis","bryanclark@gmail.com","engagement_churn"
386,"Lawrence Thomas","brian54@yahoo.com","active"
387,"Kendra Nixon","jessicabryant@gmail.com","financial_churn"
388,"Kathleen Grimes","crawfordrobert@green.com","financial_churn"
389,"Jacqueline Walter","annette29@gmail.com","active"
390,"Brianna Austin","stevenmccall@stone.com","engagement_churn"
391,"Denise Martin","danielle60@hotmail.com","financial_churn"
392,"Joseph Wilkinson","christopheranderson@yahoo.com","active"
393,"Monica Barnes","ksimmons@carlson-mack.biz","engagement_churn"
394,"Brooke Miller","hartmanjames@gmail.com","engagement_churn"
395,"Charles Reyes","christy79@joseph.net","financial_churn"
396,"Elizabeth Vega","espencer@yahoo.com","engagement_churn"
397,"Sharon Jefferson PhD","jessicawebster@hotmail.com","financial_churn"
398,"Alexander Sutton","shirley50@mata.com","active"
399,"Jacqueline Cook","jay24@white.com","financial_churn"
400,"Jeremiah Roberts","rogersnancy@yahoo.com","financial_churn"
401,"Michele Chen","abartlett@rogers-brown.com","financial_churn"
402,"Lawrence Patel","qkelly@yahoo.com","financial_churn"
403,"Ariel White","melaniedickerson@yahoo.com","financial_churn"
404,"Jose Adams","cheyenneowens@berry.info","active"
405,"Matthew Smith","danielle30@santos.org","active"
406,"Christopher Long","nguyenjuan@yahoo.com","active"
407,"Jake Villegas","james28@mayer-campbell.com","engagement_churn"
408,"Whitney Robinson","rvasquez@melendez-watts.org","financial_churn"
409,"Joe Rodriguez","osimmons@wilson-caldwell.com","financial_churn"
410,"Alyssa Carter","tiffanytownsend@gmail.com","active"
411,"Lance Gonzales","cpowell@gmail.com","engagement_churn"
412,"Charlene Young","kenneth29@castro-burton.com","financial_churn"
413,"David Ball","larsonmegan@cuevas.org","engagement_churn"
414,"Emma Mckinney","michelewade@hotmail.com","financial_churn"
415,"Matthew Curry","juliahall@jones-smith.com","active"
416,"Eric Nichols","shawn01@clark.com","financial_churn"
417,"Ashley Murphy","davidsonjessica@yahoo.com","engagement_churn"
418,"Austin Allen","yhunt@mcgrath-cabrera.com","active"
419,"Mitchell Norris","fmitchell@yahoo.com","active"
420,"Manuel Johnson","fbrown@greene.com","engagement_churn"
421,"Holly Tran","hancockmegan@ramirez.com","engagement_churn"
422,"Dawn Lewis","lewischristopher@yahoo.com","engagement_churn"
423,"Jennifer Stevenson","timothy29@mayer-mullins.com","active"
424,"Jeffrey Deleon","richard93@bryant-foster.com","financial_churn"
425,"Andrew Cox","lfarmer@dixon-henderson.com","active"
426,"Mark Johnson","robert04@yahoo.com","active"
427,"Larry Bender","hartterrence@hotmail.com","financial_churn"
428,"Bradley Brown","derrickandrews@hotmail.com","active"
429,"James Hill","todd33@gmail.com","financial_churn"
430,"Sherry Jones","fischerantonio@alexander-smith.com","engagement_churn"
431,"Allen Day","moralescaitlin@gmail.com","engagement_churn"
432,"Shannon Green","penny73@gmail.com","financial_churn"
433,"Martin Stephens","mrivera@yahoo.com","active"
434,"Larry Watson","marcus77@gmail.com","active"
435,"Michael Price","richard07@gmail.com","engagement_churn"
436,"Kathy Cole","lukecervantes@yahoo.com","engagement_churn"
437,"Christopher Zuniga","belltroy@herrera-diaz.com","financial_churn"
438,"Brandy Vasquez","edwardjohnson@yahoo.com","engagement_churn"
439,"Michael Garcia","pattersonstephanie@erickson-duran.info","engagement_churn"
440,"Kelsey Young","leedenise@hotmail.com","engagement_churn"
441,"Andrew Duarte","ashley55@gmail.com","engagement_churn"
442,"Wendy Hudson","woodmitchell@yahoo.com","financial_churn"
443,"Jordan Medina","baxterbarbara@yahoo.com","engagement_churn"
444,"Blake Salas","michael15@hotmail.com","financial_churn"
445,"Alison Wise","emilyrodriguez@chambers-castro.com","active"
446,"Tracy Cobb","iperez@gill.com","engagement_churn"
447,"Jamie Martin","stacy75@yahoo.com","engagement_churn"
448,"Adam Page","lmaxwell@coleman.com","active"
449,"Hector Strickland","tammy64@manning-french.com","financial_churn"
450,"Kevin Hall","jbrown@hansen.com","active"
451,"Charles Lopez","suttonrussell@kennedy.com","active"
452,"Sara Smith","erinanderson@yahoo.com","financial_churn"
453,"Kathryn Mitchell","uaguilar@yahoo.com","financial_churn"
454,"Veronica Bowen","bushmichael@gmail.com","financial_churn"
455,"Kirsten Stewart","meagan90@hotmail.com","active"
456,"Rebecca Ellis","david03@mueller.com","financial_churn"
457,"Sarah Mcdonald","johnsonmichael@gmail.com","engagement_churn"
458,"Brenda Anderson","stephen66@yahoo.com","active"
459,"Christopher George","jamesrobert@yahoo.com","financial_churn"
460,"Courtney Hull","ybrown@rodriguez.net","financial_churn"
461,"Ryan Thompson","thompsondaniel@gmail.com","engagement_churn"
462,"Candice Taylor","marksdavid@hotmail.com","active"
463,"Katie Torres","rtaylor@hotmail.com","active"
464,"Julie Bennett","patriciabrown@hotmail.com","active"
